smiles_r,inchikey,VDss,fup,LogP_pred,LogD_pred,MW,TPSA_NO,HBA,HBD,RotBondCount,LogD_exp,CL_exp,LogD
Cc1ccccc1-c1cc(N2CC[NH+](C)CC2)ncc1N(C)C(=O)C(C)(C)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,WAXQNWCZJDTGBU-UHFFFAOYSA-O,5.54,0.003,6.7,5.3,578.59,39.7,5.0,0.0,5.0,,,5.3
Cc1ccccc1C(=O)Nc1ccc(C(=O)N2CCC[C@H](O)c3cc(Cl)ccc32)c(C)c1,GYHCTFXIZSNGJT-DEOSSOPVSA-N,0.5,0.01,5.2,5.2,448.94,69.6,5.0,2.0,3.0,,,5.2
Cc1ccccc1OCC(O)C[NH2+]CCOc1ccc(C(N)=O)cc1,SKQDKFOTIPJUSV-UHFFFAOYSA-O,4.0,0.089,1.5,0.63,344.4,93.8,6.0,3.0,10.0,,,0.63
Cc1ccccc1[NH+]1C(=O)c2cc(S(N)(=O)=O)c(Cl)cc2[NH2+]C1C,AQCHWTWZEMGIFD-UHFFFAOYSA-P,1.6,0.05,3.5,3.5,365.83,92.5,6.0,2.0,2.0,,,3.5
Cc1cccnc1NS(=O)(=O)c1ccc(C#Cc2ccc([O-])c(C(=O)[O-])c2)cc1,WJLQPSZXCOYTHS-UHFFFAOYSA-L,0.1,0.0019,4.1,0.52,408.43,116.6,7.0,3.0,8.0,,,0.52
Cc1ccnc2c1NC(=O)c1cccnc1[NH+]2C1CC1,NQDJXKOVJZTUJA-UHFFFAOYSA-O,1.3,0.32,1.3,1.1,266.3,58.1,5.0,1.0,1.0,,,1.1
Cc1ccsc1C(=CCC[NH+]1CCCC(C(=O)[O-])C1)c1sccc1C,PBJUNZJWGZTSKL-UHFFFAOYSA-N,1.1,0.04,5.3,2.4,375.55,40.5,3.0,1.0,6.0,,,2.4
Cc1cn([C@H]2C=C[C@@H](CO)O2)c(=O)[n-]c1=O,XNKLLVCARDGLGL-JGVFFNPUSA-M,0.67,1.0,-0.71,-0.71,224.21,78.9,6.0,2.0,2.0,,,-0.71
Cc1cn([C@H]2C[C@H](N=[N+]=[N-])[C@@H](CO)O2)c(=O)[n-]c1=O,HBOMLICNUCNMMY-XLPZGREQSA-M,1.8,0.8,-0.32,-0.32,267.24,127.6,9.0,2.0,3.0,,,-0.32
Cc1cnc(C(=O)NC2CCCCC/C=C\[C@@H]3C[C@@]3(C(=O)[N-]S(=O)(=O)C3CC3)NC(=O)C3C[C@@H](Oc4nc5ccccc5c5ccccc45)C[NH+]3C2=O)cn1,SSKCBRRJZJCFKC-OHFHWBOZSA-N,1.37,0.022,5.3,2.3,765.88,189.6,14.0,3.0,7.0,,,2.3
Cc1cnc(C(=O)NCCc2ccc(S(=O)(=O)[N-]C(=O)[NH2+]C3CCCCC3)cc2)cn1,HYGPFLCBGJFWEL-UHFFFAOYSA-N,0.16,0.02,2.1,0.0081,445.54,130.1,9.0,3.0,7.0,,,0.0081
Cc1cnc(NC(=O)C2C(=O)c3ccccc3S(=O)(=O)[NH+]2C)s1,ZAHQBPYQBHTECE-UHFFFAOYSA-O,0.15,0.003,2.6,-0.7,351.4,99.6,7.0,2.0,2.0,,,-0.7
Cc1nc(=O)c(C#N)c(NCc2cccnc2)[n-]1,NZXHFDXOCVIYLO-UHFFFAOYSA-M,0.39,0.05,-0.75,-0.8,241.25,90.2,6.0,2.0,4.0,,,-0.8
Cc1nc(=O)c2cc(CN(C)c3ccc(C(=O)NC(CCC(=O)[O-])C(=O)[O-])s3)ccc2[n-]1,UKGFXUWEQPEGNS-UHFFFAOYSA-K,6.57,0.05,1.6,-3.4,458.49,152.7,10.0,4.0,9.0,,,-3.4
Cc1nc(C#Cc2ccnc(Cl)c2)c(C)n1-c1ccc(F)cc1,UPZWINBEAHDTLA-UHFFFAOYSA-N,9.7,0.01,4.0,4.0,325.77,30.7,3.0,0.0,3.0,,,4.0
Cc1nc2c([n-]1)-c1ccccc1N(C(=O)c1ccc(NC(=O)c3ccccc3-c3ccccc3)cc1)CC2,SXMSLNDWBIHGAX-UHFFFAOYSA-M,0.76,0.01,5.5,5.0,498.57,78.1,6.0,2.0,4.0,,,5.0
Cc1nc2n(c(=O)c1CC[NH+]1CCC(c3noc4cc(F)ccc34)CC1)CCCC2,RAPZEAPATHNIPO-UHFFFAOYSA-O,1.1,0.1,3.1,2.6,410.48,62.2,6.0,0.0,4.0,,,2.6
Cc1nc2sccn2c(=O)c1CC[NH+]1CCC(=C(c2ccc(F)cc2)c2ccc(F)cc2)CC1,JUQLTPCYUFPYKE-UHFFFAOYSA-O,1.41,0.008,5.7,4.9,477.57,35.9,4.0,0.0,5.0,,,4.9
Cc1ncc([N+](=O)[O-])n1CCO,VAOCPAMSLUNLGC-UHFFFAOYSA-N,0.4,0.96,-0.44,-0.44,171.15,83.9,6.0,1.0,3.0,-0.11,3.0,-0.11
Cc1ncc([N+](=O)[O-])n1C[C@H](O)CCl,IPWKIXLWTCNBKN-ZCFIWIBFSA-N,1.16,0.88,0.23,0.22,219.63,81.2,6.0,1.0,4.0,,,0.22
Cc1ncc2n1-c1ccc(Cl)cc1C(c1ccccc1F)=NC2,DDLIGBOFAVUZHB-UHFFFAOYSA-N,1.1,0.017,3.1,3.1,325.77,30.2,3.0,0.0,1.0,3.4,121.0,3.4
Cc1nccn1CC1CCc2c(c3ccccc3n2C)C1=O,FELGMEQIXOGIFQ-UHFFFAOYSA-N,1.8,0.27,2.1,1.0,293.36,39.8,4.0,0.0,2.0,1.67,3.0,1.67
Cc1nccn1CCC(C(N)=O)(c1ccccc1)c1ccccc1,SQKXYSGRELMAAU-UHFFFAOYSA-N,1.51,0.12,1.8,1.7,319.4,60.9,4.0,1.0,6.0,1.79,46.0,1.79
Cc1ncsc1CCCl,PCLITLDOTJTVDJ-UHFFFAOYSA-N,6.6,0.36,1.9,1.9,161.65,12.9,1.0,0.0,2.0,,,1.9
Cc1nnc(C(C)C)n1C1C[C@H]2CC[C@@H](C1)[NH+]2CC[C@@H](NC(=O)C1CCC(F)(F)CC1)c1ccccc1,GSNHKUDZZFZSJB-BTUDYTORSA-O,2.3,0.25,4.5,3.1,513.67,63.0,6.0,1.0,8.0,,,3.1
Cc1nnc(SCC2=C(C(=O)[O-])[NH+]3C(=O)C(NC(=O)Cn4cnnn4)[C@H]3SC2)s1,MLYYVTUWGNIJIB-FFFFSGIJSA-N,0.12,0.18,-1.2,-4.2,454.51,156.1,12.0,2.0,7.0,,,-4.2
Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1)=NC2,VREFGVBLTWBCJP-UHFFFAOYSA-N,0.8,0.29,2.0,1.9,308.76,43.1,4.0,0.0,1.0,1.98,3.98,1.98
Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1Cl)=NC2,JOFWLTCLBGQGBO-UHFFFAOYSA-N,0.58,0.1,2.6,2.6,343.21,43.1,4.0,0.0,1.0,2.34,150.0,2.34
Cc1nnc2n1-c1sc(Br)cc1C(c1ccccc1Cl)=NC2,UMSGKTJDUHERQW-UHFFFAOYSA-N,0.75,0.092,2.8,2.7,393.69,43.1,4.0,0.0,1.0,,,2.7
Cc1noc(NS(=O)(=O)c2ccc(N)cc2)c1C,NHUHCSRWZMLRLA-UHFFFAOYSA-N,0.17,0.079,0.79,-1.6,267.3,98.5,6.0,2.0,3.0,,3.0,-1.6
Cc1onc(-c2c(Cl)cccc2Cl)c1C(=O)NC1C(=O)[NH+]2C(C(=O)[O-])C(C)(C)S[C@H]12,YFAGHNZHGGCZAX-MQBCKMQZSA-N,0.11,0.033,3.3,0.023,470.33,113.0,8.0,2.0,4.0,,,0.023
Cc1onc(-c2c(F)cccc2Cl)c1C(=O)NC1C(=O)[NH+]2C(C(=O)[O-])C(C)(C)S[C@H]12,UIOFUWFRIANQPC-MQBCKMQZSA-N,0.19,0.043,2.8,-0.5,453.87,113.0,8.0,2.0,4.0,,,-0.5
Cc1onc(-c2ccccc2)c1-c1ccc(S(N)(=O)=O)cc1,LNPDTQAFDNKSHK-UHFFFAOYSA-N,0.75,0.02,2.5,2.5,314.36,86.5,5.0,1.0,3.0,2.37,,2.37
Cc1onc(-c2ccccc2)c1C(=O)NC1C(=O)[NH+]2C(C(=O)[O-])C(C)(C)S[C@H]12,UWYHMGVUTGAWSP-MQBCKMQZSA-N,0.19,0.07,2.1,-1.2,401.44,113.0,8.0,2.0,4.0,,,-1.2
Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)c(Cl)c1,BYBLEWFAAKGYCD-UHFFFAOYSA-N,7.14,0.08,5.8,5.8,416.13,27.0,3.0,0.0,6.0,,,5.8
Clc1ccc2nsnc2c1NC1=[NH+]CCN1,XFYDIVBRZNQMJC-UHFFFAOYSA-O,2.4,0.7,1.4,-0.26,253.71,62.2,5.0,2.0,2.0,,,-0.26
Clc1cccc(Cl)c1NC1=[NH+]CCN1,GJSURZIOUXUGAL-UHFFFAOYSA-O,3.3,0.56,2.0,0.84,230.09,36.4,3.0,2.0,2.0,,,0.84
Cn1c(=N)c(NC(=O)NCC[NH3+])cn1CC1=C(C(=O)[O-])[NH+]2C(=O)C(=NC(=O)C(NOC(C)(C)C(=O)[O-])c3nsc(N)n3)[C@H]2SC1,MBOIRYNXCZKSGU-KKIBXBACSA-N,0.17,0.81,-4.7,-9.0,666.69,294.9,20.0,8.0,12.0,,,-9.0
Cn1c(=O)c2c(ncn2C)n(C)c1=O,RYYVLZVUVIJVGH-UHFFFAOYSA-N,0.63,0.64,0.078,0.078,194.19,58.4,6.0,0.0,0.0,-0.03,3.0,-0.03
Cn1c(=O)c2nc[n-]c2n(C)c1=O,GUMTYTFCQLOVQF-UHFFFAOYSA-M,0.51,0.61,-0.22,-0.22,180.16,69.3,6.0,1.0,0.0,,,-0.22
Cn1c(CCCC(=O)[O-])nc2cc(N(CCCl)CCCl)ccc21,YTKUWDBFDASYHO-UHFFFAOYSA-M,0.22,0.05,3.0,0.65,358.26,58.4,5.0,1.0,9.0,,,0.65
Cn1c(CNc2ccc(C(N)=[NH2+])cc2)nc2cc(C(=O)N(CCC(=O)[O-])c3ccccn3)ccc21,YBSJFWOBGCMAKL-UHFFFAOYSA-N,0.85,0.65,0.25,-1.1,471.51,150.2,10.0,4.0,11.0,,,-1.1
Cn1c(NCC[NH+](CCO)CCCc2ccc([N+](=O)[O-])cc2)cc(=O)n(C)c1=O,OEBPANQZQGQPHF-UHFFFAOYSA-O,1.96,0.09,1.2,0.5,405.45,122.6,10.0,2.0,11.0,,,0.5
Cn1cncc1[C@@]([NH3+])(c1ccc(Cl)cc1)c1ccc2c(c1)c(-c1cccc(Cl)c1)cc(=O)n2C,PLHJCIYEEKOWNM-HHHXNRCGSA-O,0.93,0.006,4.1,4.1,489.4,65.8,5.0,1.0,4.0,,,4.1
Cn1nc(C(=O)N[C@H]2C[C@H]3CCC[C@@H](C2)[NH+]3C)c2ccccc21,MFWNKCLOYSRHCJ-BTTYYORXSA-O,3.7,0.35,2.8,1.2,312.41,50.2,5.0,1.0,2.0,,,1.2
Cn1nnc(-c2ccc(-c3ccc(N4C[C@H](CO)OC4=O)cc3F)cn2)n1,XFALPSLJIHVRKE-GFCCVEGCSA-N,0.91,0.11,2.0,2.0,370.34,106.3,9.0,1.0,4.0,,,2.0
Cn1nnnc1SCC1=C(C(=O)[O-])[NH+]2C(=O)C(NC(=O)C(O)c3ccccc3)[C@H]2SC1,OLVCFLKTBJRLHI-IJGSQOGDSA-N,0.16,0.25,-0.37,-3.4,462.5,150.5,11.0,3.0,7.0,,,-3.4
Fc1ccc([C@@H]2CC[NH2+]C[C@H]2COc2ccc3c(c2)OCO3)cc1,AHOUBRCZNHFOSL-YOEHRIQHSA-O,18.0,0.06,3.8,1.5,329.37,39.7,4.0,1.0,4.0,,,1.5
N#CC(CC[NH+]1CCC(C(N)=O)([NH+]2CCCCC2)CC1)(c1ccccc1)c1ccccc1,IHEHEFLXQFOQJO-UHFFFAOYSA-P,4.7,0.061,3.9,3.2,430.59,73.4,5.0,1.0,8.0,,,3.2
N#C[C@H]1CC2C[C@H]2[NH+]1C(=O)C([NH3+])C12CC3CC(CC(O)(C3)C1)C2,QGJUIPDUBHWZPV-IZPGDRADSA-P,1.8,1.0,0.086,0.077,315.41,90.4,5.0,2.0,3.0,,,0.077
N#C[C@H]1CCC[NH+]1C(=O)C[NH2+]C12C[C@@H]3C[C@@H](CC(O)(C3)C1)C2,SYOKIDBDQMKNDQ-AUPQCFOMSA-P,1.03,0.885123618,0.17,-1.5,303.4,76.4,5.0,2.0,5.0,,,-1.5
N#Cc1c(N2C[C@@H]3[NH2+]CCO[C@H]3C2)c(F)cc2c(=O)c(C(=O)[O-])cn(C3CC3)c12,FYMHQCNFKNMJAV-HOTGVXAUSA-N,1.42,0.75,1.1,-1.9,398.39,107.6,8.0,2.0,4.0,,,-1.9
N#Cc1ccc(C(c2ccc(C#N)cc2)n2cncn2)cc1,HPJKCIUCZWXJDR-UHFFFAOYSA-N,1.9,0.41,2.1,2.1,285.3,78.3,5.0,0.0,5.0,1.7,3.0,1.7
N#Cc1ccc2[nH]cc(CCCC[NH+]3CCN(c4ccc5oc(C(N)=O)cc5c4)CC3)c2c1,SGEGOXDYSFKCPT-UHFFFAOYSA-O,4.85,0.03,4.0,3.0,441.52,102.6,7.0,2.0,8.0,,,3.0
N#Cc1ccc2c(c1)C[NH+](S(=O)(=O)c1cccs1)[C@H](Cc1ccccc1)CN2Cc1cnc[n-]1,JLYXUDQZHGUIIY-HSZRJFAPSA-O,0.84,0.01,3.6,3.5,489.61,93.1,7.0,1.0,7.0,,,3.5
N#Cc1ccccc1-c1cc(-c2ccccn2)cn(-c2ccccc2)c1=O,PRMWGUBFXWROHD-UHFFFAOYSA-N,1.36,0.05,3.1,3.1,349.38,58.7,4.0,0.0,4.0,,,3.1
N/N=c1\[n-]ncc2ccccc12,CCEGPWRZSICLSD-UHFFFAOYSA-N,1.5,0.12,2.4,-1.1,160.18,62.8,4.0,2.0,0.0,,,-1.1
NC(=O)C(c1ccccc1)(c1ccccc1)[C@@H]1CC[NH+](CCc2ccc3c(c2)CCO3)C1,HXGBXQDTNZMWGS-RUZDIDTESA-O,2.6,0.02,3.8,2.5,426.55,55.6,4.0,1.0,7.0,,,2.5
NC(=O)C1CC[C@@H]2C[NH+]1C(=O)N2OS(=O)(=O)[O-],NDCUAPJVLWFHHB-CNZKWPKMSA-N,0.24,0.93,-2.1,-5.6,265.24,130.2,9.0,2.0,3.0,,,-5.6
NC(=O)N1c2ccccc2CC(O)c2ccccc21,BMPDWHIDQYTSHX-UHFFFAOYSA-N,0.72,0.7,1.9,1.9,254.28,66.6,4.0,2.0,0.0,,,1.9
NC(=O)OC[C@@H]1C(=NC(=O)C(NOCC(=O)[O-])c2csc(N)n2)C(=O)N1S(=O)(=O)[O-],IDGIWLYTKRMSEG-FOUAAFFMSA-L,0.18,0.72,-2.8,-8.0,466.4,253.9,16.0,5.0,10.0,,,-8.0
NC(=O)[NH+]1C(=O)C(C(=O)c2cccs2)c2cc(Cl)ccc21,IGPDWKCUDHIIRL-UHFFFAOYSA-O,0.11,0.01,2.1,0.95,320.75,83.6,5.0,2.0,1.0,,,0.95
NC(=O)c1csc([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)n1,FVRDYQYEVDDKCR-DBRKOABJSA-N,1.1,0.47,-1.8,-1.8,260.27,125.9,7.0,4.0,3.0,,,-1.8
NC(=O)c1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)n1,IWUCXVSUMQZMFG-AFCXAGJDSA-N,14.0,1.0,-2.8,-2.8,244.2,143.7,9.0,4.0,3.0,,,-2.8
NC(=[NH2+])N1CCC[C@@H](CNC(=O)CC(NS(=O)(=O)c2ccc3ccccc3c2)C(=O)[NH+](CC(=O)[O-])C2CC2)C1,BYDKEYCXCIVOOV-LBOXEOMUSA-O,0.36,0.55,0.68,-1.6,558.65,186.0,12.0,5.0,12.0,,,-1.6
NC(=[NH2+])N=c1[nH]c(CSCCC(=[NH2+])NS(N)(=O)=O)cs1,XUFQPHANEAPEMJ-UHFFFAOYSA-P,1.2,0.84,-1.3,-1.4,337.45,170.8,9.0,6.0,9.0,,,-1.4
NC(=[NH2+])NC(=O)Cc1c(Cl)cccc1Cl,INJOMKTZOLKMBF-UHFFFAOYSA-O,5.6,0.28,1.3,0.17,246.09,79.0,4.0,3.0,3.0,,,0.17
NC(=[NH2+])NC(=O)c1cnn(-c2cccc3ncccc23)c1C1CC1,GDXBRVCQGGKXJY-UHFFFAOYSA-O,1.7,0.34,1.0,1.0,320.35,109.7,7.0,3.0,4.0,,,1.0
NC(=[NH2+])NCCCCC1NC(=O)CCSSCC(C(N)=O)NC(=O)C2CCC[NH+]2C(=O)C(Cc2c[nH]c3ccccc23)NC(=O)C(CC(=O)[O-])NC(=O)CNC1=O,CZKPOZZJODAYPZ-UHFFFAOYSA-O,0.17,0.75,-3.2,-5.5,831.96,323.9,20.0,11.0,11.0,,,-5.5
NC(=[NH2+])NCCCNC(=O)C1CCCC[NH+]1C(=O)C(CC1CCCCC1)[NH2+]CC(=O)[O-],CDPROXZBMHOBTQ-UHFFFAOYSA-P,0.26,0.76,-0.46,-3.4,438.56,160.6,10.0,6.0,12.0,,,-3.4
NC(=[NH2+])c1ccc(C(=O)NC(Cc2ccc([O-])cc2)C(=O)[NH+]2CCC(OCC(=O)[O-])CC2)cc1,FPKOGTAFKSLZLD-UHFFFAOYSA-N,0.29,0.94,0.93,-0.3,468.5,166.0,10.0,5.0,9.0,,,-0.3
NC(=[NH2+])c1ccc(CNC(=O)C2CC[NH+]2C(=O)C([NH2+]CC(=O)[O-])C2CCCCC2)cc1,DKWNMCUOEDMMIN-UHFFFAOYSA-P,0.23,0.93,-0.76,-2.6,429.51,148.6,9.0,5.0,9.0,,,-2.6
NC(=[NH2+])c1ccc(OCCCCCOc2ccc(C(N)=[NH2+])cc2)cc1,XDRYMKDFEDOLFX-UHFFFAOYSA-P,53.0,0.09,2.5,-1.2,340.42,118.2,6.0,4.0,10.0,,,-1.2
NC(O)=NO,VSNHCAURESNICA-UHFFFAOYSA-N,0.52,1.0,-1.5,-1.5,76.05,75.3,4.0,3.0,0.0,,,-1.5
NS(=O)(=O)c1cc(C(=O)[O-])c(NCc2ccco2)cc1Cl,ZZUFCTLCJUWOSV-UHFFFAOYSA-M,0.12,0.012,1.8,-1.4,330.74,122.9,7.0,3.0,5.0,,,-1.4
NS(=O)(=O)c1cc(C(=O)[O-])cc(N2CCCC2)c1Oc1ccccc1,UJEWTUDSLQGTOA-UHFFFAOYSA-M,0.17,0.058,2.8,0.078,362.4,109.9,7.0,2.0,5.0,,,0.078
NS(=O)(=O)c1cc(C2(O)NC(=O)c3ccccc32)ccc1Cl,JIVPVXMEBJLZRO-UHFFFAOYSA-N,3.9,0.24,0.85,0.84,338.77,109.5,6.0,3.0,2.0,0.97,,0.97
NS(=O)(=O)c1ccc(S(=O)(=O)Nc2cccc3c(Cl)c[nH]c23)cc1,SETFNECMODOHTO-UHFFFAOYSA-N,0.68,0.001,1.3,1.0,385.85,122.1,7.0,3.0,4.0,,,1.0
N[N-]C(=O)c1ccncc1,OSGOEONOZAIVFX-UHFFFAOYSA-M,0.82,1.0,-1.0,-1.0,137.14,68.0,4.0,2.0,1.0,,,-1.0
Nc1[n-]c(=O)ncc1F,XRECTZIEBJDKEO-UHFFFAOYSA-M,0.68,1.0,-2.3,-2.3,129.09,67.5,4.0,2.0,0.0,,,-2.3
Nc1c(CC(=O)[O-])cccc1C(=O)c1ccc(Br)cc1,ZBPLOVFIXSTCRZ-UHFFFAOYSA-M,0.11,0.0011,3.3,0.33,334.16,80.4,4.0,2.0,4.0,,,0.33
Nc1c2c(nc3ccccc13)CCCC2,YLJREFDVOIBQDA-UHFFFAOYSA-N,11.0,0.25,3.3,0.83,198.26,38.9,2.0,1.0,0.0,0.38,13.8,0.38
Nc1cc(-c2ccncc2)c[n-]c1=O,XVHWSUQCRXQYRF-UHFFFAOYSA-M,1.3,0.89,-0.67,-0.73,187.2,68.0,4.0,2.0,1.0,,,-0.73
Nc1cc(N2CCCCC2)nc(N)[n+]1[O-],ZFMITUMMTDLWHR-UHFFFAOYSA-N,0.9,1.0,0.9,0.9,209.25,91.1,6.0,2.0,1.0,0.77,,0.77
Nc1ccc(S(=O)(=O)Nc2ncccn2)cc1,SEEPANYCNGTZFQ-UHFFFAOYSA-N,0.29,0.44,0.11,-0.75,250.28,98.0,6.0,2.0,3.0,,,-0.75
Nc1ccc(S(=O)(=O)c2ccc(N)cc2)cc1,MQJKPEGWNLWLTK-UHFFFAOYSA-N,0.83,0.25,0.97,0.97,248.3,86.2,4.0,2.0,2.0,0.88,,0.88
Nc1ccc([O-])c(C(=O)[O-])c1,KBOPZPXVLCULAV-UHFFFAOYSA-L,0.33,0.39,0.67,-2.6,153.14,83.6,4.0,3.0,1.0,,,-2.6
Nc1ccn(C[C@@H](CO)OCP(=O)([O-])[O-])c(=O)n1,VWFCHDSQECPREK-LURJTMIESA-L,0.49,1.0,-3.2,-8.4,279.19,145.7,9.0,4.0,6.0,,,-8.4
Nc1ccn([C@@H]2CS[C@H](CO)O2)c(=O)n1,JTEGQNOMFQHVDC-NKWVEPMBSA-N,1.3,0.94,-1.0,-1.0,229.26,88.1,6.0,2.0,2.0,,,-1.0
Nc1ccn([C@@H]2O[C@H](CO)C[C@@H]2F)c(=O)n1,LTDCCBLBAQXNKP-VMHSAVOQSA-N,0.7,1.0,-1.2,-1.2,229.21,90.4,6.0,2.0,2.0,,,-1.2
Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)C2(F)F)c(=O)n1,SDUQYLNIPVEERB-QPPQHZFASA-N,1.5,1.0,-1.9,-1.9,263.2,108.4,7.0,3.0,2.0,-1.5,,-1.5
Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2O)c(=O)n1,UHDGCWIWMRVCDJ-CCXZUQQUSA-N,0.67,0.87,-3.0,-3.0,243.22,128.6,8.0,4.0,6.0,,,-3.0
Nc1ccn([C@H]2CC[C@@H](CO)O2)c(=O)n1,WREGKURFCTUGRC-POYBYMJQSA-N,0.54,0.96,-0.96,-0.96,211.22,88.1,6.0,2.0,2.0,,,-0.96
Nc1ccncc1,NUKYPUAOHBNCPY-UHFFFAOYSA-N,2.6,1.0,-0.12,-1.4,94.11,38.9,2.0,1.0,0.0,,,-1.4
Nc1n[n+]([O-])c2ccccc2[n+]1[O-],ORYDPOVDJJZGHQ-UHFFFAOYSA-N,0.56,0.81,-1.7,-1.7,178.15,92.8,6.0,1.0,0.0,,,-1.7
Nc1nc(-n2cc(C(=O)[O-])c(=O)c3cc(F)c(N4CC(O)C4)c(Cl)c32)c(F)cc1F,DYDCPNMLZGFQTM-UHFFFAOYSA-M,0.35,0.16,2.5,-0.0083,440.76,121.7,8.0,3.0,3.0,,,-0.0083
Nc1nc(=O)c2c([n-]1)NCC(CNc1ccc(C(=O)NC(CCC(=O)[O-])C(=O)[O-])cc1)[NH+]2C=O,GAOLOWGPQVKVFT-UHFFFAOYSA-L,0.25,0.087,-2.1,-7.6,473.44,215.6,14.0,7.0,9.0,,,-7.6
Nc1nc(=O)c2nc(CNc3ccc(C(=O)NC(CCC(=O)[O-])C(=O)[O-])cc3)cnc2[n-]1,SCRAJBHUKHRKRW-UHFFFAOYSA-K,9.7,0.5,-1.3,-8.6,441.4,213.3,13.0,6.0,9.0,,,-8.6
Nc1nc(=O)c2ncn(CCC(CO)CO)c2[n-]1,JNTOCHDNEULJHD-UHFFFAOYSA-M,1.1,0.84,-1.6,-1.6,253.26,125.8,8.0,4.0,5.0,,,-1.6
Nc1nc(C(=NO)C(=O)NC2C(=O)[NH+]3C(C(=O)[O-])=C(C=C4CC[NH+](CC(F)(F)F)C4=O)CS[C@H]23)cs1,NOAJGZYUGGBORE-WVQRXBFSSA-O,0.11,0.043,0.36,-2.6,546.5,178.5,12.0,4.0,9.0,,,-2.6
Nc1nc(C(=NO)C(=O)NC2C(=O)[NH+]3C(C(=O)[O-])=C(C=C4CC[NH+]([C@@H]5CC[NH2+]C5)C4=O)CS[C@H]23)ns1,VOAZJEPQLGBXGO-RYTYOSBWSA-P,0.27,0.62,-1.5,-4.0,534.57,203.4,14.0,5.0,6.0,,,-4.0
Nc1nc(CC(=O)Nc2ccc(CC[NH2+]C[C@H](O)c3ccccc3)cc2)cs1,PBAPPPCECJKMCM-IBGZPJMESA-O,23.8,0.29,1.8,0.34,396.51,100.3,6.0,4.0,9.0,,,0.34
Nc1nc(Cl)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1F,WDDPHFBMKLOVOX-AYQXTPAHSA-N,1.75,0.53,-0.77,-0.77,303.68,119.3,8.0,3.0,2.0,,,-0.77
Nc1nc(Cl)nc2c1ncn2[C@H]1C[C@H](O)[C@@H](CO)O1,PTOAARAWEBMLNO-KVQBGUIXSA-N,7.7,0.79,-0.56,-0.56,285.69,119.3,8.0,3.0,2.0,,,-0.56
Nc1nc(F)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O,HBUBKKRHXORPQB-FJFJXFQQSA-N,2.2,0.76,-1.8,-1.8,285.23,139.5,9.0,4.0,2.0,,,-1.8
Nc1nc(N)c2nc(-c3ccccc3)c(N)nc2n1,FNYLWPVRPXGIIP-UHFFFAOYSA-N,13.0,0.42,1.1,1.1,253.26,129.6,7.0,3.0,1.0,1.16,,1.16
Nc1nc([NH2+]C2CC2)c2ncn([C@H]3C=C[C@@H](CO)C3)c2n1,MCGSCOLBFJQGHM-SCZZXKLOSA-O,0.84,0.5,0.99,0.99,286.33,101.9,7.0,3.0,4.0,,,0.99
Nc1nc2[nH]cc(CCc3ccc(C(=O)NC(CCC(=O)[O-])C(=O)[O-])cc3)c2c(=O)[n-]1,MHOKZADPGPVIBF-UHFFFAOYSA-K,0.15,0.19,-0.03,-5.6,427.41,191.3,11.0,6.0,9.0,,,-5.6
Nc1nc2c(Cc3cccnc3)c[nH]c2c(=O)[n-]1,SYBSQUKVJRIRQQ-UHFFFAOYSA-M,1.2,0.86,-0.38,-0.38,241.25,100.5,6.0,3.0,2.0,,,-0.38
Nc1nc2c(ncn2COC(CO)CO)c(=O)[n-]1,IRSCQMHQWWYFCW-UHFFFAOYSA-M,1.0,0.99,-2.6,-2.6,255.23,135.0,9.0,4.0,5.0,,,-2.6
Nc1nc2c(ncn2COCCO)c(=O)[n-]1,MKUXAQIIEYXACX-UHFFFAOYSA-M,0.71,0.85,-1.7,-1.8,225.2,114.8,8.0,3.0,4.0,,,-1.8
Nc1nc2ccc(OC(F)(F)F)cc2s1,FTALBRSUTCGOEG-UHFFFAOYSA-N,3.5,0.04,3.1,3.1,234.2,48.1,3.0,1.0,1.0,3.34,,3.34
Nc1ncn([C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)n1,XAUDJQYHKZQPEU-KVQBGUIXSA-N,4.6,1.0,-2.0,-2.0,228.21,120.7,8.0,3.0,2.0,,,-2.0
Nc1ncnc2c1ncn2CCOCP(=O)([O-])[O-],SUPKOOSCJHTBAH-UHFFFAOYSA-L,0.42,0.96,-1.6,-6.8,273.19,136.4,9.0,3.0,5.0,,,-6.8
O=C(/C=C/c1ccc([O-])c2c1C(C(=O)OC(Cc1ccc([O-])c([O-])c1)C(=O)[O-])[C@@H](c1ccc([O-])c([O-])c1)O2)OC(Cc1ccc([O-])c([O-])c1)C(=O)[O-],SNKFFCBZYFGCQN-KVPKBBORSA-E,0.14,0.08,3.7,-3.1,718.61,278.0,16.0,9.0,14.0,,,-3.1
